merchant,prediction_date,risk_score,alert,previous_7d_average_transaction_amount,previous_7d_maximum_transaction_amount,previous_7d_total_transaction_amount,previous_14d_transaction_count,previous_14d_fraud_rate,previous_7d_transaction_count_change,explanation
fraud_Padberg-Welch,2020-05-11,0.8210749760895252,1,103.4241379310345,184.71,2999.3,67.0,0.0,-9.0,Historical evidence only: prior 7-day average transaction amount 103.42; prior 7-day maximum transaction amount 184.71; prior 7-day total transaction amount 2999.30; prior 14-day transaction count 67; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -9.
fraud_Padberg-Welch,2020-05-16,0.8210615411505618,1,114.75361111111111,213.47,4131.13,70.0,0.0,2.0,Historical evidence only: prior 7-day average transaction amount 114.75; prior 7-day maximum transaction amount 213.47; prior 7-day total transaction amount 4131.13; prior 14-day transaction count 70; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 2.
fraud_Hackett-Lueilwitz,2020-06-09,0.8210615411505618,1,115.40199999999999,213.01,4039.0699999999997,71.0,0.0,-1.0,Historical evidence only: prior 7-day average transaction amount 115.40; prior 7-day maximum transaction amount 213.01; prior 7-day total transaction amount 4039.07; prior 14-day transaction count 71; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -1.
fraud_Hudson-Ratke,2020-05-25,0.8210603365051037,1,106.6996551724138,197.34,3094.29,55.0,0.0,3.0,Historical evidence only: prior 7-day average transaction amount 106.70; prior 7-day maximum transaction amount 197.34; prior 7-day total transaction amount 3094.29; prior 14-day transaction count 55; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 3.
fraud_Goodwin-Nitzsche,2020-05-02,0.8210395712554992,1,109.19947368421053,220.95,4149.58,74.0,0.0,2.0,Historical evidence only: prior 7-day average transaction amount 109.20; prior 7-day maximum transaction amount 220.95; prior 7-day total transaction amount 4149.58; prior 14-day transaction count 74; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 2.
fraud_DuBuque LLC,2020-05-10,0.8210395712554992,1,110.37352941176471,222.24,3752.7,69.0,0.0,-1.0,Historical evidence only: prior 7-day average transaction amount 110.37; prior 7-day maximum transaction amount 222.24; prior 7-day total transaction amount 3752.70; prior 14-day transaction count 69; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -1.
fraud_Padberg-Welch,2020-05-14,0.8210395712554992,1,109.39,209.9,4047.43,72.0,0.0,2.0,Historical evidence only: prior 7-day average transaction amount 109.39; prior 7-day maximum transaction amount 209.90; prior 7-day total transaction amount 4047.43; prior 14-day transaction count 72; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 2.
fraud_Padberg-Welch,2020-05-15,0.8210395712554992,1,109.18885714285713,209.9,3821.6099999999997,69.0,0.0,1.0,Historical evidence only: prior 7-day average transaction amount 109.19; prior 7-day maximum transaction amount 209.90; prior 7-day total transaction amount 3821.61; prior 14-day transaction count 69; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 1.
fraud_Kiehn-Emmerich,2020-05-21,0.8210395712554992,1,112.63648648648649,218.34,4167.55,70.0,0.0,4.0,Historical evidence only: prior 7-day average transaction amount 112.64; prior 7-day maximum transaction amount 218.34; prior 7-day total transaction amount 4167.55; prior 14-day transaction count 70; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 4.
fraud_Kiehn-Emmerich,2020-05-22,0.8210395712554992,1,105.96710526315789,218.34,4026.75,72.0,0.0,4.0,Historical evidence only: prior 7-day average transaction amount 105.97; prior 7-day maximum transaction amount 218.34; prior 7-day total transaction amount 4026.75; prior 14-day transaction count 72; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 4.
fraud_Padberg-Welch,2020-05-22,0.8210395712554992,1,109.83142857142859,213.47,3844.1000000000004,70.0,0.0,0.0,Historical evidence only: prior 7-day average transaction amount 109.83; prior 7-day maximum transaction amount 213.47; prior 7-day total transaction amount 3844.10; prior 14-day transaction count 70; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 0.
"fraud_Heller, Gutmann and Zieme",2020-06-11,0.8210395712554992,1,110.0242105263158,210.22,4180.92,77.0,0.0,-1.0,Historical evidence only: prior 7-day average transaction amount 110.02; prior 7-day maximum transaction amount 210.22; prior 7-day total transaction amount 4180.92; prior 14-day transaction count 77; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -1.
fraud_Murray-Smitham,2020-05-18,0.8210344081117139,1,96.80437500000001,207.86,3097.7400000000002,65.0,0.015384615384615385,-1.0,Historical evidence only: prior 7-day average transaction amount 96.80; prior 7-day maximum transaction amount 207.86; prior 7-day total transaction amount 3097.74; prior 14-day transaction count 65; prior 14-day fraud rate 0.015385; recent 7-day transaction-count change versus the preceding 7 days -1.
fraud_Bogisich Inc,2020-05-15,0.8210176278969019,1,104.1237037037037,202.09,2811.3399999999997,59.0,0.0,-5.0,Historical evidence only: prior 7-day average transaction amount 104.12; prior 7-day maximum transaction amount 202.09; prior 7-day total transaction amount 2811.34; prior 14-day transaction count 59; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -5.
"fraud_Huel, Hammes and Witting",2020-05-01,0.8209943282936104,1,114.50999999999999,197.26,3778.83,55.0,0.01818181818181818,11.0,Historical evidence only: prior 7-day average transaction amount 114.51; prior 7-day maximum transaction amount 197.26; prior 7-day total transaction amount 3778.83; prior 14-day transaction count 55; prior 14-day fraud rate 0.018182; recent 7-day transaction-count change versus the preceding 7 days 11.
fraud_Padberg-Welch,2020-05-28,0.8209491215354174,1,115.61709677419356,217.37,3584.13,66.0,0.0,-4.0,Historical evidence only: prior 7-day average transaction amount 115.62; prior 7-day maximum transaction amount 217.37; prior 7-day total transaction amount 3584.13; prior 14-day transaction count 66; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -4.
fraud_Kuhic Inc,2020-05-07,0.8209476449098433,1,101.65799999999999,183.92,2541.45,56.0,0.017857142857142856,-6.0,Historical evidence only: prior 7-day average transaction amount 101.66; prior 7-day maximum transaction amount 183.92; prior 7-day total transaction amount 2541.45; prior 14-day transaction count 56; prior 14-day fraud rate 0.017857; recent 7-day transaction-count change versus the preceding 7 days -6.
fraud_Kuhic Inc,2020-05-08,0.8209476449098433,1,97.9868,183.92,2449.67,56.0,0.017857142857142856,-6.0,Historical evidence only: prior 7-day average transaction amount 97.99; prior 7-day maximum transaction amount 183.92; prior 7-day total transaction amount 2449.67; prior 14-day transaction count 56; prior 14-day fraud rate 0.017857; recent 7-day transaction-count change versus the preceding 7 days -6.
fraud_Hudson-Ratke,2020-05-24,0.8209017162671888,1,117.736,238.99,2943.4,52.0,0.0,-2.0,Historical evidence only: prior 7-day average transaction amount 117.74; prior 7-day maximum transaction amount 238.99; prior 7-day total transaction amount 2943.40; prior 14-day transaction count 52; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -2.
fraud_Hackett-Lueilwitz,2020-05-20,0.8209011150171501,1,129.16029411764706,290.67,4391.45,59.0,0.01694915254237288,9.0,Historical evidence only: prior 7-day average transaction amount 129.16; prior 7-day maximum transaction amount 290.67; prior 7-day total transaction amount 4391.45; prior 14-day transaction count 59; prior 14-day fraud rate 0.016949; recent 7-day transaction-count change versus the preceding 7 days 9.
"fraud_Casper, Hand and Zulauf",2020-06-12,0.8208949347648162,1,113.64166666666667,216.64,4772.95,80.0,0.0,4.0,Historical evidence only: prior 7-day average transaction amount 113.64; prior 7-day maximum transaction amount 216.64; prior 7-day total transaction amount 4772.95; prior 14-day transaction count 80; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 4.
fraud_Kilback LLC,2020-05-15,0.8208790556231785,1,93.95428571428572,231.56,4603.76,91.0,0.01098901098901099,7.0,Historical evidence only: prior 7-day average transaction amount 93.95; prior 7-day maximum transaction amount 231.56; prior 7-day total transaction amount 4603.76; prior 14-day transaction count 91; prior 14-day fraud rate 0.010989; recent 7-day transaction-count change versus the preceding 7 days 7.
fraud_Pacocha-O'Reilly,2020-05-20,0.8208406552778197,1,101.54281250000001,291.14,3249.3700000000003,57.0,0.03508771929824561,7.0,Historical evidence only: prior 7-day average transaction amount 101.54; prior 7-day maximum transaction amount 291.14; prior 7-day total transaction amount 3249.37; prior 14-day transaction count 57; prior 14-day fraud rate 0.035088; recent 7-day transaction-count change versus the preceding 7 days 7.
fraud_Stracke-Lemke,2020-06-10,0.8207997890312883,1,124.43769230769232,237.46,3235.38,68.0,0.0,-16.0,Historical evidence only: prior 7-day average transaction amount 124.44; prior 7-day maximum transaction amount 237.46; prior 7-day total transaction amount 3235.38; prior 14-day transaction count 68; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -16.
fraud_Stracke-Lemke,2020-06-12,0.8207997890312883,1,125.9123076923077,237.46,3273.7200000000003,68.0,0.0,-16.0,Historical evidence only: prior 7-day average transaction amount 125.91; prior 7-day maximum transaction amount 237.46; prior 7-day total transaction amount 3273.72; prior 14-day transaction count 68; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -16.
fraud_Medhurst PLC,2020-05-25,0.8207905423018429,1,120.61526315789469,991.91,2291.689999999999,42.0,0.047619047619047616,-4.0,Historical evidence only: prior 7-day average transaction amount 120.62; prior 7-day maximum transaction amount 991.91; prior 7-day total transaction amount 2291.69; prior 14-day transaction count 42; prior 14-day fraud rate 0.047619; recent 7-day transaction-count change versus the preceding 7 days -4.
fraud_Strosin-Cruickshank,2020-05-05,0.8207737746739754,1,103.0065625,219.26,3296.21,56.0,0.0,8.0,Historical evidence only: prior 7-day average transaction amount 103.01; prior 7-day maximum transaction amount 219.26; prior 7-day total transaction amount 3296.21; prior 14-day transaction count 56; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 8.
fraud_Kutch and Sons,2020-05-02,0.8207513244095472,1,112.35757575757573,236.02,3707.7999999999993,73.0,0.0,-7.0,Historical evidence only: prior 7-day average transaction amount 112.36; prior 7-day maximum transaction amount 236.02; prior 7-day total transaction amount 3707.80; prior 14-day transaction count 73; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -7.
fraud_Koepp-Witting,2020-05-04,0.8207513244095472,1,104.54333333333332,206.11,3449.93,72.0,0.0,-6.0,Historical evidence only: prior 7-day average transaction amount 104.54; prior 7-day maximum transaction amount 206.11; prior 7-day total transaction amount 3449.93; prior 14-day transaction count 72; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -6.
fraud_Padberg-Welch,2020-05-24,0.8207513244095472,1,112.63677419354838,210.16,3491.74,69.0,0.0,-7.0,Historical evidence only: prior 7-day average transaction amount 112.64; prior 7-day maximum transaction amount 210.16; prior 7-day total transaction amount 3491.74; prior 14-day transaction count 69; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -7.
"fraud_Heller, Gutmann and Zieme",2020-06-13,0.8207513244095472,1,108.19852941176471,229.19,3678.75,76.0,0.0,-8.0,Historical evidence only: prior 7-day average transaction amount 108.20; prior 7-day maximum transaction amount 229.19; prior 7-day total transaction amount 3678.75; prior 14-day transaction count 76; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -8.
fraud_Schamberger-O'Keefe,2020-06-13,0.8207513244095472,1,111.096875,212.36,3555.1,71.0,0.0,-7.0,Historical evidence only: prior 7-day average transaction amount 111.10; prior 7-day maximum transaction amount 212.36; prior 7-day total transaction amount 3555.10; prior 14-day transaction count 71; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -7.
fraud_Cole PLC,2020-06-14,0.8207513244095472,1,112.7270588235294,207.77,3832.72,73.0,0.0,-5.0,Historical evidence only: prior 7-day average transaction amount 112.73; prior 7-day maximum transaction amount 207.77; prior 7-day total transaction amount 3832.72; prior 14-day transaction count 73; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -5.
fraud_Goodwin-Nitzsche,2020-05-31,0.8207467180733574,1,119.35054054054055,289.01,4415.97,69.0,0.028985507246376812,5.0,Historical evidence only: prior 7-day average transaction amount 119.35; prior 7-day maximum transaction amount 289.01; prior 7-day total transaction amount 4415.97; prior 14-day transaction count 69; prior 14-day fraud rate 0.028986; recent 7-day transaction-count change versus the preceding 7 days 5.
fraud_Cole PLC,2020-05-02,0.8207010336267307,1,110.81411764705882,218.33,3767.68,65.0,0.015384615384615385,3.0,Historical evidence only: prior 7-day average transaction amount 110.81; prior 7-day maximum transaction amount 218.33; prior 7-day total transaction amount 3767.68; prior 14-day transaction count 65; prior 14-day fraud rate 0.015385; recent 7-day transaction-count change versus the preceding 7 days 3.
fraud_Rutherford-Mertz,2020-06-06,0.8207010336267307,1,117.95828571428571,221.22,4128.54,67.0,0.014925373134328358,3.0,Historical evidence only: prior 7-day average transaction amount 117.96; prior 7-day maximum transaction amount 221.22; prior 7-day total transaction amount 4128.54; prior 14-day transaction count 67; prior 14-day fraud rate 0.014925; recent 7-day transaction-count change versus the preceding 7 days 3.
fraud_Medhurst PLC,2020-05-23,0.8206241339341284,1,89.18249999999996,991.91,2140.379999999999,43.0,0.046511627906976744,5.0,Historical evidence only: prior 7-day average transaction amount 89.18; prior 7-day maximum transaction amount 991.91; prior 7-day total transaction amount 2140.38; prior 14-day transaction count 43; prior 14-day fraud rate 0.046512; recent 7-day transaction-count change versus the preceding 7 days 5.
fraud_Kuhic Inc,2020-05-13,0.8205816154863412,1,101.4572,224.66,2536.43,53.0,0.0,-3.0,Historical evidence only: prior 7-day average transaction amount 101.46; prior 7-day maximum transaction amount 224.66; prior 7-day total transaction amount 2536.43; prior 14-day transaction count 53; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -3.
fraud_Kuhic Inc,2020-05-18,0.8205816154863412,1,99.19,224.66,2479.75,53.0,0.0,-3.0,Historical evidence only: prior 7-day average transaction amount 99.19; prior 7-day maximum transaction amount 224.66; prior 7-day total transaction amount 2479.75; prior 14-day transaction count 53; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -3.
"fraud_Kovacek, Dibbert and Ondricka",2020-05-24,0.820462837971297,1,111.12827586206896,209.19,3222.72,63.0,0.0,-5.0,Historical evidence only: prior 7-day average transaction amount 111.13; prior 7-day maximum transaction amount 209.19; prior 7-day total transaction amount 3222.72; prior 14-day transaction count 63; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -5.
"fraud_Huel, Hammes and Witting",2020-06-05,0.820462837971297,1,108.35428571428572,204.28,3033.92,62.0,0.0,-6.0,Historical evidence only: prior 7-day average transaction amount 108.35; prior 7-day maximum transaction amount 204.28; prior 7-day total transaction amount 3033.92; prior 14-day transaction count 62; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -6.
fraud_Auer-Mosciski,2020-05-17,0.8204552412853997,1,121.94423076923076,221.08,3170.5499999999997,56.0,0.017857142857142856,-4.0,Historical evidence only: prior 7-day average transaction amount 121.94; prior 7-day maximum transaction amount 221.08; prior 7-day total transaction amount 3170.55; prior 14-day transaction count 56; prior 14-day fraud rate 0.017857; recent 7-day transaction-count change versus the preceding 7 days -4.
fraud_Kutch and Sons,2020-05-26,0.820416280747628,1,123.43592592592591,224.14,3332.7699999999995,62.0,0.016129032258064516,-8.0,Historical evidence only: prior 7-day average transaction amount 123.44; prior 7-day maximum transaction amount 224.14; prior 7-day total transaction amount 3332.77; prior 14-day transaction count 62; prior 14-day fraud rate 0.016129; recent 7-day transaction-count change versus the preceding 7 days -8.
"fraud_Moen, Reinger and Murphy",2020-06-12,0.820416280747628,1,111.3076923076923,211.27,2894.0,60.0,0.016666666666666666,-8.0,Historical evidence only: prior 7-day average transaction amount 111.31; prior 7-day maximum transaction amount 211.27; prior 7-day total transaction amount 2894.00; prior 14-day transaction count 60; prior 14-day fraud rate 0.016667; recent 7-day transaction-count change versus the preceding 7 days -8.
fraud_Goodwin-Nitzsche,2020-05-28,0.8204051895973922,1,123.02942857142857,289.01,4306.03,65.0,0.03076923076923077,5.0,Historical evidence only: prior 7-day average transaction amount 123.03; prior 7-day maximum transaction amount 289.01; prior 7-day total transaction amount 4306.03; prior 14-day transaction count 65; prior 14-day fraud rate 0.030769; recent 7-day transaction-count change versus the preceding 7 days 5.
"fraud_Casper, Hand and Zulauf",2020-05-23,0.8203529532209134,1,102.38851851851852,230.45,2764.4900000000002,56.0,0.0,-2.0,Historical evidence only: prior 7-day average transaction amount 102.39; prior 7-day maximum transaction amount 230.45; prior 7-day total transaction amount 2764.49; prior 14-day transaction count 56; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -2.
fraud_Kuhic Inc,2020-05-06,0.8203324500837108,1,104.23571428571428,199.9,2918.6,55.0,0.01818181818181818,1.0,Historical evidence only: prior 7-day average transaction amount 104.24; prior 7-day maximum transaction amount 199.90; prior 7-day total transaction amount 2918.60; prior 14-day transaction count 55; prior 14-day fraud rate 0.018182; recent 7-day transaction-count change versus the preceding 7 days 1.
fraud_Auer-Mosciski,2020-05-12,0.8203324500837108,1,105.72464285714287,229.94,2960.2900000000004,52.0,0.019230769230769232,4.0,Historical evidence only: prior 7-day average transaction amount 105.72; prior 7-day maximum transaction amount 229.94; prior 7-day total transaction amount 2960.29; prior 14-day transaction count 52; prior 14-day fraud rate 0.019231; recent 7-day transaction-count change versus the preceding 7 days 4.
fraud_Kutch and Sons,2020-05-03,0.8203251751509755,1,110.52216216216215,236.02,4089.3199999999993,73.0,0.0,1.0,Historical evidence only: prior 7-day average transaction amount 110.52; prior 7-day maximum transaction amount 236.02; prior 7-day total transaction amount 4089.32; prior 14-day transaction count 73; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 1.
fraud_Strosin-Cruickshank,2020-05-17,0.8203251751509755,1,113.15138888888889,204.8,4073.45,69.0,0.0,3.0,Historical evidence only: prior 7-day average transaction amount 113.15; prior 7-day maximum transaction amount 204.80; prior 7-day total transaction amount 4073.45; prior 14-day transaction count 69; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 3.
fraud_Padberg-Welch,2020-06-02,0.8203251751509755,1,108.06052631578947,213.76,4106.3,72.0,0.0,4.0,Historical evidence only: prior 7-day average transaction amount 108.06; prior 7-day maximum transaction amount 213.76; prior 7-day total transaction amount 4106.30; prior 14-day transaction count 72; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 4.
"fraud_Lockman, West and Runte",2020-06-09,0.8203251751509755,1,113.34200000000001,214.56,3966.9700000000003,73.0,0.0,-3.0,Historical evidence only: prior 7-day average transaction amount 113.34; prior 7-day maximum transaction amount 214.56; prior 7-day total transaction amount 3966.97; prior 14-day transaction count 73; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -3.
"fraud_Heller, Gutmann and Zieme",2020-06-12,0.8203251751509755,1,110.01783783783783,229.19,4070.66,77.0,0.0,-3.0,Historical evidence only: prior 7-day average transaction amount 110.02; prior 7-day maximum transaction amount 229.19; prior 7-day total transaction amount 4070.66; prior 14-day transaction count 77; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -3.
"fraud_Kovacek, Dibbert and Ondricka",2020-05-02,0.8203021781852041,1,120.52499999999999,305.17,3133.6499999999996,57.0,0.03508771929824561,-5.0,Historical evidence only: prior 7-day average transaction amount 120.52; prior 7-day maximum transaction amount 305.17; prior 7-day total transaction amount 3133.65; prior 14-day transaction count 57; prior 14-day fraud rate 0.035088; recent 7-day transaction-count change versus the preceding 7 days -5.
fraud_Bradtke PLC,2020-05-31,0.8202966444102094,1,127.3104255319149,350.42,5983.59,73.0,0.0273972602739726,21.0,Historical evidence only: prior 7-day average transaction amount 127.31; prior 7-day maximum transaction amount 350.42; prior 7-day total transaction amount 5983.59; prior 14-day transaction count 73; prior 14-day fraud rate 0.027397; recent 7-day transaction-count change versus the preceding 7 days 21.
fraud_Kiehn-Emmerich,2020-05-23,0.8202874667638526,1,104.009375,223.47,3328.3,71.0,0.0,-7.0,Historical evidence only: prior 7-day average transaction amount 104.01; prior 7-day maximum transaction amount 223.47; prior 7-day total transaction amount 3328.30; prior 14-day transaction count 71; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -7.
"fraud_Goldner, Kovacek and Abbott",2020-05-06,0.8202584885197248,1,125.64575757575759,334.48,4146.31,65.0,0.046153846153846156,1.0,Historical evidence only: prior 7-day average transaction amount 125.65; prior 7-day maximum transaction amount 334.48; prior 7-day total transaction amount 4146.31; prior 14-day transaction count 65; prior 14-day fraud rate 0.046154; recent 7-day transaction-count change versus the preceding 7 days 1.
fraud_Price Inc,2020-05-04,0.8201708795021266,1,153.54250000000002,985.65,3685.0200000000004,45.0,0.044444444444444446,3.0,Historical evidence only: prior 7-day average transaction amount 153.54; prior 7-day maximum transaction amount 985.65; prior 7-day total transaction amount 3685.02; prior 14-day transaction count 45; prior 14-day fraud rate 0.044444; recent 7-day transaction-count change versus the preceding 7 days 3.
fraud_Bogisich Inc,2020-05-25,0.8201681934900272,1,119.30233333333334,320.12,3579.07,61.0,0.03278688524590164,-1.0,Historical evidence only: prior 7-day average transaction amount 119.30; prior 7-day maximum transaction amount 320.12; prior 7-day total transaction amount 3579.07; prior 14-day transaction count 61; prior 14-day fraud rate 0.032787; recent 7-day transaction-count change versus the preceding 7 days -1.
fraud_Schamberger-O'Keefe,2020-05-06,0.8200919420427784,1,110.16566666666667,304.32,3304.97,69.0,0.014492753623188406,-9.0,Historical evidence only: prior 7-day average transaction amount 110.17; prior 7-day maximum transaction amount 304.32; prior 7-day total transaction amount 3304.97; prior 14-day transaction count 69; prior 14-day fraud rate 0.014493; recent 7-day transaction-count change versus the preceding 7 days -9.
fraud_Miller-Hauck,2020-06-14,0.8200525711997226,1,114.0595,233.07,4562.38,78.0,0.01282051282051282,2.0,Historical evidence only: prior 7-day average transaction amount 114.06; prior 7-day maximum transaction amount 233.07; prior 7-day total transaction amount 4562.38; prior 14-day transaction count 78; prior 14-day fraud rate 0.012821; recent 7-day transaction-count change versus the preceding 7 days 2.
fraud_Auer-Mosciski,2020-05-01,0.8200256777753805,1,109.0496875,207.8,3489.59,60.0,0.0,4.0,Historical evidence only: prior 7-day average transaction amount 109.05; prior 7-day maximum transaction amount 207.80; prior 7-day total transaction amount 3489.59; prior 14-day transaction count 60; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 4.
"fraud_Schumm, Bauch and Ondricka",2020-05-01,0.8200237469057609,1,126.3982857142857,323.13,4423.94,55.0,0.01818181818181818,15.0,Historical evidence only: prior 7-day average transaction amount 126.40; prior 7-day maximum transaction amount 323.13; prior 7-day total transaction amount 4423.94; prior 14-day transaction count 55; prior 14-day fraud rate 0.018182; recent 7-day transaction-count change versus the preceding 7 days 15.
fraud_Cole PLC,2020-06-11,0.8200139616542385,1,110.41354838709677,207.77,3422.8199999999997,71.0,0.0,-9.0,Historical evidence only: prior 7-day average transaction amount 110.41; prior 7-day maximum transaction amount 207.77; prior 7-day total transaction amount 3422.82; prior 14-day transaction count 71; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -9.
"fraud_Schumm, Bauch and Ondricka",2020-05-04,0.8199855824067228,1,120.61393939393938,207.29,3980.2599999999993,65.0,0.015384615384615385,1.0,Historical evidence only: prior 7-day average transaction amount 120.61; prior 7-day maximum transaction amount 207.29; prior 7-day total transaction amount 3980.26; prior 14-day transaction count 65; prior 14-day fraud rate 0.015385; recent 7-day transaction-count change versus the preceding 7 days 1.
fraud_DuBuque LLC,2020-05-22,0.8199855824067228,1,123.13628571428573,202.81,4309.77,67.0,0.014925373134328358,3.0,Historical evidence only: prior 7-day average transaction amount 123.14; prior 7-day maximum transaction amount 202.81; prior 7-day total transaction amount 4309.77; prior 14-day transaction count 67; prior 14-day fraud rate 0.014925; recent 7-day transaction-count change versus the preceding 7 days 3.
fraud_Bailey-Morar,2020-06-09,0.8199855824067228,1,117.88454545454546,222.87,3890.19,66.0,0.015151515151515152,0.0,Historical evidence only: prior 7-day average transaction amount 117.88; prior 7-day maximum transaction amount 222.87; prior 7-day total transaction amount 3890.19; prior 14-day transaction count 66; prior 14-day fraud rate 0.015152; recent 7-day transaction-count change versus the preceding 7 days 0.
"fraud_Huel, Hammes and Witting",2020-05-30,0.8199801483604913,1,101.08812499999999,207.44,3234.8199999999997,65.0,0.0,-1.0,Historical evidence only: prior 7-day average transaction amount 101.09; prior 7-day maximum transaction amount 207.44; prior 7-day total transaction amount 3234.82; prior 14-day transaction count 65; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -1.
"fraud_Huel, Hammes and Witting",2020-06-02,0.8199801483604913,1,101.4146875,207.44,3245.27,67.0,0.0,-3.0,Historical evidence only: prior 7-day average transaction amount 101.41; prior 7-day maximum transaction amount 207.44; prior 7-day total transaction amount 3245.27; prior 14-day transaction count 67; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days -3.
fraud_DuBuque LLC,2020-05-21,0.8199769181374847,1,117.54405405405406,202.81,4349.13,65.0,0.015384615384615385,9.0,Historical evidence only: prior 7-day average transaction amount 117.54; prior 7-day maximum transaction amount 202.81; prior 7-day total transaction amount 4349.13; prior 14-day transaction count 65; prior 14-day fraud rate 0.015385; recent 7-day transaction-count change versus the preceding 7 days 9.
fraud_Hackett-Lueilwitz,2020-05-26,0.819969885302349,1,124.612,219.01,4984.48,68.0,0.014705882352941176,12.0,Historical evidence only: prior 7-day average transaction amount 124.61; prior 7-day maximum transaction amount 219.01; prior 7-day total transaction amount 4984.48; prior 14-day transaction count 68; prior 14-day fraud rate 0.014706; recent 7-day transaction-count change versus the preceding 7 days 12.
"fraud_Heller, Gutmann and Zieme",2020-05-14,0.8199517462785042,1,95.19115384615385,196.34,2474.9700000000003,62.0,0.016129032258064516,-10.0,Historical evidence only: prior 7-day average transaction amount 95.19; prior 7-day maximum transaction amount 196.34; prior 7-day total transaction amount 2474.97; prior 14-day transaction count 62; prior 14-day fraud rate 0.016129; recent 7-day transaction-count change versus the preceding 7 days -10.
"fraud_Heller, Gutmann and Zieme",2020-05-15,0.8199517462785042,1,96.29,196.34,2696.1200000000003,62.0,0.016129032258064516,-6.0,Historical evidence only: prior 7-day average transaction amount 96.29; prior 7-day maximum transaction amount 196.34; prior 7-day total transaction amount 2696.12; prior 14-day transaction count 62; prior 14-day fraud rate 0.016129; recent 7-day transaction-count change versus the preceding 7 days -6.
"fraud_Schoen, Kuphal and Nitzsche",2020-05-30,0.8199517462785042,1,94.25642857142857,196.89,2639.18,62.0,0.016129032258064516,-6.0,Historical evidence only: prior 7-day average transaction amount 94.26; prior 7-day maximum transaction amount 196.89; prior 7-day total transaction amount 2639.18; prior 14-day transaction count 62; prior 14-day fraud rate 0.016129; recent 7-day transaction-count change versus the preceding 7 days -6.
"fraud_Huel, Hammes and Witting",2020-05-23,0.819903297703126,1,115.36333333333333,211.87,3806.99,53.0,0.0,13.0,Historical evidence only: prior 7-day average transaction amount 115.36; prior 7-day maximum transaction amount 211.87; prior 7-day total transaction amount 3806.99; prior 14-day transaction count 53; prior 14-day fraud rate 0.000000; recent 7-day transaction-count change versus the preceding 7 days 13.
