merchant,prediction_date,risk_score,alert
fraud_Heidenreich PLC,2020-06-02,0.8156249001492936,1
fraud_Strosin-Cruickshank,2020-06-03,0.8156249001492936,1
fraud_Schamberger-O'Keefe,2020-06-06,0.8156249001492936,1
fraud_Pacocha-O'Reilly,2020-06-07,0.8156249001492936,1
fraud_Schamberger-O'Keefe,2020-06-07,0.8156249001492936,1
fraud_Murray-Smitham,2020-06-13,0.8156205890297797,1
fraud_Vandervort-Funk,2020-05-31,0.8155821173796209,1
fraud_Koepp-Witting,2020-06-14,0.8155728677223403,1
fraud_Goodwin-Nitzsche,2020-06-09,0.8155693698351771,1
fraud_Koepp-Parker,2020-05-03,0.815548381016039,1
fraud_Miller-Hauck,2020-05-21,0.815548381016039,1
fraud_Bailey-Morar,2020-05-25,0.8155375600158631,1
fraud_Stracke-Lemke,2020-06-07,0.8155173776723095,1
fraud_Rutherford-Mertz,2020-05-03,0.8155139630955299,1
fraud_Hackett-Lueilwitz,2020-06-10,0.8155139630955299,1
fraud_Kunze Inc,2020-06-05,0.8154822286392067,1
"fraud_Mosciski, Gislason and Mertz",2020-06-11,0.8154717458522183,1
"fraud_Rowe, Batz and Goodwin",2020-05-05,0.8154540580001066,1
"fraud_Casper, Hand and Zulauf",2020-05-19,0.8154540580001066,1
fraud_Schamberger-O'Keefe,2020-05-10,0.8154266332851544,1
fraud_Kunze Inc,2020-06-06,0.8154137953852048,1
fraud_Kunze Inc,2020-06-07,0.8154137953852048,1
fraud_Lockman Ltd,2020-05-03,0.8153462021834211,1
fraud_DuBuque LLC,2020-05-07,0.8153462021834211,1
fraud_DuBuque LLC,2020-05-08,0.8153462021834211,1
"fraud_Lockman, West and Runte",2020-05-11,0.8153462021834211,1
fraud_Stracke-Lemke,2020-05-17,0.8153462021834211,1
fraud_Padberg-Welch,2020-05-19,0.8153462021834211,1
fraud_Koepp-Witting,2020-05-24,0.8153462021834211,1
fraud_Koepp-Witting,2020-05-25,0.8153462021834211,1
"fraud_Goldner, Kovacek and Abbott",2020-05-28,0.8153462021834211,1
"fraud_Huel, Hammes and Witting",2020-05-28,0.8153462021834211,1
"fraud_Goldner, Kovacek and Abbott",2020-05-29,0.8153462021834211,1
"fraud_Goldner, Kovacek and Abbott",2020-05-30,0.8153462021834211,1
fraud_Hudson-Ratke,2020-05-22,0.8153385123736554,1
fraud_Auer-West,2020-05-02,0.8152762328598954,1
fraud_Cartwright-Harris,2020-05-13,0.8152188192996959,1
fraud_Strosin-Cruickshank,2020-05-11,0.8152140991077036,1
fraud_Kuhic Inc,2020-06-04,0.8152082525583487,1
"fraud_Schultz, Simonis and Little",2020-05-07,0.8151962935042993,1
fraud_O'Keefe-Hudson,2020-06-04,0.8151962935042993,1
"fraud_Lockman, West and Runte",2020-06-11,0.8151962935042993,1
fraud_Doyle Ltd,2020-05-26,0.815178709486293,1
fraud_Vandervort-Funk,2020-05-08,0.815142950513032,1
fraud_Pacocha-O'Reilly,2020-05-02,0.8150868643055499,1
fraud_Kiehn-Emmerich,2020-05-06,0.8150868643055499,1
"fraud_Little, Gutmann and Lynch",2020-05-13,0.815078919185897,1
fraud_Kutch and Sons,2020-05-11,0.815078634057698,1
fraud_Murray-Smitham,2020-06-12,0.8150583977221265,1
fraud_Barton Inc,2020-05-05,0.8150531231066978,1
fraud_Hackett-Lueilwitz,2020-05-12,0.8150531231066978,1
fraud_Lockman Ltd,2020-05-18,0.8150531231066978,1
fraud_Murray-Smitham,2020-05-22,0.8150531231066978,1
fraud_Murray-Smitham,2020-05-23,0.8150531231066978,1
fraud_Murray-Smitham,2020-05-24,0.8150531231066978,1
"fraud_Schoen, Kuphal and Nitzsche",2020-06-10,0.8150531231066978,1
fraud_Hudson-Ratke,2020-06-10,0.8150479982848561,1
fraud_Auer-Mosciski,2020-06-11,0.8150479982848561,1
fraud_Hackett-Lueilwitz,2020-06-12,0.8150479982848561,1
fraud_Kiehn-Emmerich,2020-05-25,0.8150454404509445,1
fraud_Padberg-Welch,2020-05-18,0.8150421530869221,1
fraud_Padberg-Welch,2020-06-03,0.8150421530869221,1
fraud_Murray-Smitham,2020-05-02,0.8150392421226955,1
fraud_Schumm PLC,2020-06-09,0.8150299663072619,1
"fraud_Schumm, Bauch and Ondricka",2020-05-03,0.8149992657665713,1
"fraud_Huel, Hammes and Witting",2020-05-10,0.8149959651074988,1
fraud_Barton Inc,2020-06-14,0.8149825456036267,1
fraud_Kuhic Inc,2020-05-15,0.8149795823644034,1
fraud_Kuhic Inc,2020-05-19,0.8149795823644034,1
fraud_Doyle Ltd,2020-05-28,0.8148687993749131,1
